pose,pose_x,pose_y,label
0,1.373183691,-2.902634286,0
0,1.758260001,-2.325277008,0
1,-15.0,10.0,1
1,-15.0,10.0,1
1,-13.11500572,-1.76264694,1
1,-13.64598647,-1.565819926,1
1,-15.0,10.0,1
1,-15.69009695,0.256951533,1
1,-15.0,10.0,1
1,-16.72564905,-0.978827954,1
1,-16.92014588,-0.223317693,1
